Stamford,41.1039,-73.5585,134820
Odessa,31.8801,-102.3448,134793
Bloomington,40.4757,-88.9703,134357
Miramar,25.9773,-80.3351,134306
Grand Junction,39.0877,-108.5673,134074
Sterling Heights,42.5809,-83.0305,134062
Coral Springs,26.2702,-80.2591,133693
Johnson City,36.3406,-82.3806,131902
Carrollton,32.989,-96.8999,131388
Midland,32.0243,-102.1147,130765
Yakima,46.5923,-120.5496,130440
Bellingham,48.7548,-122.469,129601
Yuba City,39.1357,-121.6383,129536
South Lyon,42.4614,-83.6526,128071
Santa Clara,37.3646,-121.968,127922
St. George,37.0758,-113.5752,127890
Fort Smith,35.3495,-94.3695,127699
Simi Valley,34.2663,-118.749,127158
Dover,39.161,-75.5202,125931
Norman,35.2226,-97.4392,125745
Abilene,32.4543,-99.7384,125474
Billings,45.7891,-108.5526,124973
Ponce,18.0127,-66.6212,124719
Lehigh Acres,26.612,-81.6388,123751
St. Cloud,45.534,-94.1718,123569
Arecibo,18.4491,-66.7387,123499
Kenosha,42.5865,-87.8773,123061
Greenville,35.5943,-77.376,122921
Arvada,39.832,-105.151,122903
Pearland,29.5581,-95.3218,122609
Independence,39.0871,-94.3501,122230
Texas City,29.4154,-94.9682,122017
Redding,40.5698,-122.365,121498
Lynchburg,37.4003,-79.1909,120877
Boulder,40.0248,-105.2524,120818
Iowa City,41.6559,-91.5303,120015
Rochester,44.0154,-92.478,119732
Berkeley,37.8722,-122.276,119607
Waldorf,38.6085,-76.9194,119442
The Villages,28.9034,-81.9887,119296
Duluth,46.7756,-92.1393,118975
East Los Angeles,34.0326,-118.1691,118964
Saginaw,43.4199,-83.9501,118845
Clovis,36.8278,-119.683,118488
Leominster,42.5209,-71.7717,118190
Round Rock,30.527,-97.6642,117735
Monroe,32.5185,-92.0774,117197
Cambridge,42.3759,-71.1185,116892
Clearwater,27.979,-82.7623,116616
Seaside,36.6224,-121.8199,116189
West Jordan,40.6024,-112.0008,116045
Richardson,32.9716,-96.7093,115904
West Palm Beach,26.7469,-80.132,115877
Temple,31.1068,-97.3891,115809
Burlington,44.4876,-73.2316,115682
Richmond,37.9477,-122.3389,115677
Westminster,39.8837,-105.0624,115535
Pottstown,40.2508,-75.6445,115413
Brandon,27.9367,-82.3,115330
Rock Hill,34.9415,-81.0241,115292
Meridian,43.6116,-116.3977,115227
Coeur d'Alene,47.704,-116.7936,114880
Carlsbad,33.1246,-117.2834,114858
Lowell,42.6389,-71.3217,114804
Waterloo,42.4918,-92.3522,114594
North Charleston,32.9067,-80.0722,114542
Gilroy,37.0046,-121.5854,114461
Downey,33.9379,-118.1311,114293
Gresham,45.5021,-122.4413,114164
Elgin,42.0383,-88.324,114156
Utica,43.0962,-75.2261,112948
Broken Arrow,36.038,-95.7806,112751
Costa Mesa,33.6667,-117.9135,112148
Chico,39.7578,-121.8161,112132
Sioux City,42.4959,-96.3901,111924
League City,29.4874,-95.1087,111847
Miami Gardens,25.9433,-80.2426,111706
Pompano Beach,26.2428,-80.1312,111423
San Buenaventura,34.2741,-119.2314,110572
Everett,47.9525,-122.1669,110438
El Centro,32.7865,-115.5595,110434
Sugar Land,29.5935,-95.6358,110272
El Monte,34.0739,-118.0291,110144
Lewisville,33.0454,-96.9815,110077
West Covina,34.0555,-117.9113,109396
Temecula,33.4928,-117.1315,109376
Bend,44.0563,-121.3095,109224
Salisbury,38.3756,-75.5865,108982
Jacksonville,34.7289,-77.3941,108549
Inglewood,33.9566,-118.3444,108206
Dearborn,42.3127,-83.213,107985
Centennial,39.5926,-104.8673,107972
Burbank,34.1879,-118.3235,107364
Sparks,39.5736,-119.7161,106900
Sandy Springs,33.9366,-84.3703,106605
Bloomington,39.1637,-86.5257,106327
Logan,41.7399,-111.8422,106319
Kailua,21.392,-157.7396,106260
El Cajon,32.8017,-116.9604,106043
Hillsboro,45.5273,-122.936,105909
South Fulton,33.6273,-84.58,105551
Renton,47.4784,-122.1918,105313
Mandeville,30.3751,-90.0904,105097
San Mateo,37.5522,-122.3121,105087
Columbia,39.2004,-76.859,105086
Daly City,37.6862,-122.4685,104914
Davie,26.0789,-80.287,104782
Jurupa Valley,34.001,-117.4706,104684
Brockton,42.0821,-71.0242,104216
Longmont,40.1686,-105.1005,104035
Rialto,34.1175,-117.3892,103799
San Germán,18.0827,-67.046,103747
Eau Claire,44.8197,-91.4948,103586
Turlock,37.5053,-120.8588,103359
Norwalk,33.9069,-118.0829,103330
Highlands Ranch,39.5419,-104.9708,103238
Allen,33.1088,-96.6735,102778
Wichita Falls,33.9072,-98.5291,102563
Rio Rancho,35.2873,-106.6982,102403
Vacaville,38.3587,-121.9673,102256
Spokane Valley,47.6626,-117.2346,102178
Charlottesville,38.0375,-78.4855,102164
Idaho Falls,43.4871,-112.0362,101326
Menifee,33.6909,-117.1849,101089
Lee's Summit,38.9171,-94.3816,100772
Quincy,42.2506,-71.0187,100544
San Angelo,31.4424,-100.4504,100330
Lynn,42.4781,-70.9664,100233
Holland,42.7677,-86.0984,100202
Federal Way,47.3091,-122.3358,99792
Manteca,37.7927,-121.2264,99764
Lafayette,39.9946,-105.0998,99475
Santa Fe,35.6619,-105.9819,99439
Hesperia,34.3975,-117.3147,99287
La Crosse,43.8241,-91.2268,99227
Riverview,27.8227,-82.3023,98928
Kingsport,36.5224,-82.5454,98767
Edinburg,26.3196,-98.1597,98759
Vista,33.1896,-117.2386,98651
Bowling Green,36.9716,-86.4378,98537
Carmel,39.965,-86.146,98137
Longview,32.5193,-94.7622,98075
Tracy,37.7269,-121.4523,98022
Prescott Valley,34.598,-112.3185,97901
Beaverton,45.4779,-122.8168,97466
Portsmouth,43.058,-70.7826,97455
Portsmouth,36.8468,-76.354,97454
Fishers,39.9588,-85.9659,97154
Orem,40.2981,-111.6994,96734
Sandy,40.5709,-111.8506,96272
Sunrise,26.1547,-80.2997,96220
San Tan Valley,33.1786,-111.5629,96127
Compton,33.893,-118.2274,96083
Arden-Arcade,38.6017,-121.3845,95909
Hanford,36.3274,-119.6549,95459
Boca Raton,26.3752,-80.108,95347
Middletown,39.5033,-84.3659,95296
Livonia,42.3972,-83.3733,95294
Carson,33.8374,-118.2559,95104
Lawrence,38.9597,-95.2642,94745
Slidell,30.2887,-89.7828,94498
Blacksburg,37.23,-80.4279,94398
San Marcos,33.135,-117.1743,94313
Goodyear,33.2614,-112.3622,93651
Edmond,35.6689,-97.416,93522
Mayagüez,18.2003,-67.1397,93426
Fall River,41.7136,-71.1015,93339
South Gate,33.9447,-118.1926,93308
Suffolk,36.6953,-76.6398,93268
Terre Haute,39.466,-87.3751,93247
Missoula,46.8751,-114.0214,92863
Santa Monica,34.0235,-118.481,92828
Roswell,34.0391,-84.3513,92688
Vineland,39.4653,-74.9981,92364
Plantation,26.1259,-80.2617,92212
Alafaya,28.528,-81.1868,92080
Kirkland,47.697,-122.2057,91656
Hoover,33.3763,-86.8068,91371
Westminster,33.7523,-117.9938,91267
Lawton,34.6175,-98.4202,91247
San Leandro,37.7074,-122.1599,91176
Auburn,32.6087,-85.4903,91047
Norwalk,41.1144,-73.4215,90821
O'Fallon,38.785,-90.7175,90802
Chino,33.9836,-117.6654,90279
Germantown,39.1755,-77.2643,90235
Dover,43.1887,-70.8845,89874
Bismarck,46.8143,-100.7694,89825
Waukegan,42.3698,-87.8716,89751
Buckeye,33.4314,-112.6429,89711
Town 'n' Country,28.0106,-82.5763,89679
Clifton,40.863,-74.1575,89460
Bloomington,44.8306,-93.3151,89436
Mount Pleasant,32.8537,-79.8203,88900
Florence,34.178,-79.7898,88709
Newton,42.3316,-71.2085,88647
State College,40.7909,-77.8567,88526
Livermore,37.6868,-121.7607,88403
Rapid City,44.0716,-103.2204,88076
Decatur,39.8557,-88.9342,88002
Dalton,34.769,-84.972,87944
Conroe,30.3238,-95.4824,87930
Hawthorne,33.9147,-118.3476,87863
Lawrence,42.7002,-71.1626,87798
New Braunfels,29.6994,-98.1148,87549
Citrus Heights,38.6948,-121.288,87521
Jackson,42.2431,-84.4038,87230
Whittier,33.9678,-118.0188,87184
Muncie,40.1989,-85.395,87037
Troy,42.5817,-83.1457,86912
Homosassa Springs,28.8119,-82.5392,86578
Port Huron,42.9821,-82.4388,86440
Napa,38.2975,-122.301,86130
Deerfield Beach,26.305,-80.1277,86062
Springdale,36.1901,-94.1574,85887
Newport Beach,33.6151,-117.8668,85806
Anderson,40.0891,-85.6892,85700
San Ramon,37.7624,-121.9365,85688
Lake Forest,33.6605,-117.6714,85516
Mission,26.2039,-98.3256,85311
Auburn,47.3039,-122.2108,85306
Brooklyn Park,45.1112,-93.3505,85247
Bryan,30.665,-96.3807,85204
Springfield,39.93,-83.7959,85121
Hattiesburg,31.3074,-89.317,85086
Westland,42.3192,-83.3805,84961
Cicero,41.8445,-87.7593,84905
Albany,31.5776,-84.1762,84901
Fort Myers,26.6194,-81.8302,84694
Pine Hills,28.5818,-81.4692,84289
Atascocita,29.9777,-95.1953,84222
Buena Park,33.8572,-118.0046,83974
Redwood City,37.5025,-122.2253,83905
Farmington Hills,42.486,-83.3771,83749
Alton,38.9037,-90.152,83705
Melbourne,28.1086,-80.6627,83500
Miami Beach,25.8171,-80.1396,83469
Alhambra,34.084,-118.1355,83174
Williamsburg,37.2693,-76.7076,83021
Madera,36.963,-120.0778,82772
Warwick,41.7062,-71.4334,82666
Cranston,41.7658,-71.4858,82654
Baytown,29.7587,-94.9671,82543
Largo,27.9088,-82.7712,82505
Silver Spring,39.0028,-77.0207,82472
Lakewood,33.8471,-118.1222,82419
Mountain View,37.4001,-122.0796,82409
Kankakee,41.102,-87.8643,82095
Johns Creek,34.0333,-84.2027,82068
Flagstaff,35.1872,-111.6194,81682
Franklin,35.92,-86.8516,81531
Joplin,37.0757,-94.5018,81025
Parma,41.3843,-81.7286,80880
Layton,41.077,-111.962,80858
New Rochelle,40.9304,-73.7836,80685
Anderson,34.5211,-82.6478,80657
Lebanon,40.3412,-76.4228,80620
Somerville,42.3908,-71.1014,80608
Yauco,18.0344,-66.8615,80307
St. Joseph,39.7598,-94.821,80099
Plymouth,45.0225,-93.4617,80034
Tustin,33.7311,-117.8107,79895
Zephyrhills,28.2409,-82.1797,79795
Milpitas,37.4336,-121.8921,79593
Florence,34.8303,-87.6655,79590
Pleasanton,37.6663,-121.8805,79558
Boynton Beach,26.5281,-80.0811,79479
Texarkana,33.45,-94.0847,79304
Folsom,38.6668,-121.1422,79201
Bellflower,33.888,-118.1271,79070
Pharr,26.1685,-98.1904,78997
Homestead,25.4665,-80.4472,78885
Valdosta,30.8502,-83.2788,78786
Upland,34.1178,-117.6604,78624
Evanston,42.0464,-87.6943,78454
Newark,40.0706,-82.425,78447
Elizabethtown,37.7031,-85.8773,78446
St. Augustine,29.8976,-81.31,78386
Rancho Cordova,38.5737,-121.2527,78358
Alameda,37.7668,-122.267,78320
Chino Hills,33.9508,-117.7254,78229
Perris,33.7898,-117.2233,78106
Schaumburg,42.0308,-88.0838,78053
Kendall,25.6697,-80.3556,78007
Camarillo,34.223,-119.0321,77795
Anniston,33.6712,-85.8135,77690
Sumter,33.9392,-80.393,77626
Jonesboro,35.8212,-90.6791,77520
Hammond,41.6168,-87.4909,77491
Carmichael,38.6318,-121.3263,77358
Arlington Heights,42.0955,-87.9826,77283
Morgantown,39.6383,-79.9464,77193
Wyoming,42.8908,-85.7066,76625
Cheyenne,41.135,-104.7902,76456
Pasco,46.2506,-119.1305,76398
Watsonville,36.9206,-121.7708,76285
Southfield,42.4765,-83.2605,76196
Wausau,44.962,-89.6459,76016
Rochester Hills,42.6645,-83.1563,75990
Loveland,40.4166,-105.0623,75938
Alexandria,31.2923,-92.4702,75835
Pittsburg,38.0182,-121.8965,75701
Hammond,30.5061,-90.4563,75688
South Jordan,40.557,-111.9784,75617
Battle Creek,42.2985,-85.2296,75608
Bethlehem,40.6266,-75.3679,75599
Fajardo,18.3331,-65.6589,75549
Davis,38.5553,-121.737,75468
Apple Valley,34.5352,-117.2109,75311
Pawtucket,41.8744,-71.3743,75200
Wheeling,40.0752,-80.6951,75065
Flower Mound,33.0343,-97.1146,75050
Harrisonburg,38.4362,-78.8735,74901
Cedar Park,30.5105,-97.8197,74741
Oshkosh,44.0227,-88.5619,74737
Winchester,39.1735,-78.1746,74593
Caguas,18.2319,-66.0388,74502
Ellicott City,39.2774,-76.8345,74432
Pocatello,42.8724,-112.4647,74359
Hilton Head Island,32.1896,-80.7499,74248
New Britain,41.6759,-72.7862,74022
Mansfield,40.7656,-82.5275,74021
Woodbury,44.9057,-92.923,74014
Lauderhill,26.1605,-80.2241,73935
Lehi,40.4136,-111.8725,73911
Bolingbrook,41.6901,-88.1021,73807
Dale City,38.6473,-77.3459,73716
Missouri City,29.563,-95.5365,73682
Lake Jackson,29.0516,-95.4521,73478
Altoona,40.5082,-78.4007,73374
Doral,25.8152,-80.3565,73126
Owensboro,37.7575,-87.1172,73115
Centreville,38.839,-77.4389,73064
Mount Vernon,40.9136,-73.8291,72855
Baldwin Park,34.0829,-117.9722,72813
Broomfield,39.9542,-105.0526,72697
Redlands,34.0512,-117.1712,72649
Cleveland,35.1817,-84.8707,72589
Dothan,31.2336,-85.407,72389
Camden,39.9361,-75.1073,72381
Redmond,47.6763,-122.1169,72166
Framingham,42.3085,-71.4368,72089
Jackson,35.6538,-88.8354,71983
Janesville,42.6854,-89.0135,71907
Juana Díaz,18.0532,-66.5044,71759
Mansfield,32.569,-97.1213,71375
Waukesha,43.0087,-88.2464,71307
Tamarac,26.2056,-80.2539,71140
Wenatchee,47.436,-120.3295,71119
Daytona Beach,29.1995,-81.0982,71041
Castle Rock,39.3763,-104.8535,71037
Redondo Beach,33.8577,-118.3765,70998
Wilmington,39.7415,-75.5416,70926
San Marcos,29.8734,-97.9356,70864
Union City,37.6032,-122.0181,70828
Eldersburg,39.4041,-76.9528,70639
Conway,35.0753,-92.4692,70555
Bayonne,40.6668,-74.1158,70553
Guaynabo,18.3832,-66.1134,70542
Rocklin,38.8075,-121.2489,70317
Passaic,40.8574,-74.1282,70308
Sheboygan,43.7403,-87.7316,70234
Casas Adobes,32.3423,-111.0113,70224
St. Charles,38.7954,-90.5157,70218
Maple Grove,45.1089,-93.4626,69900
Walnut Creek,37.9024,-122.0399,69876
Dublin,37.7161,-121.8963,69818
North Richland Hills,32.8604,-97.218,69817
Gary,41.5905,-87.3473,69739
Glen Burnie,39.156,-76.6071,69739
